country,country_name,type,year,value,ratio
AT,Austria,Geothermal,2017,0.086,1.204920339844139e-06
AT,Austria,Other,2017,11.868,0.0001662790068984912
PL,Poland,Conventional thermal,2017,137068.099,0.8825023989403077
PL,Poland,Nuclear,2017,0.0,0.0
PL,Poland,Hydro,2017,2999.86,0.019314367572027622
PL,Poland,Pumped hydro power,2017,448.193,0.0028856561123551685
PL,Poland,Wind,2017,14574.192,0.09383481274236277
PL,Poland,Solar,2017,165.463,0.0010653207821599696
PL,Poland,Geothermal,2017,0.0,0.0
PL,Poland,Other,2017,61.73,0.00039744385078679175
PT,Portugal,Conventional thermal,2017,36882.017,0.6212344270369076
PT,Portugal,Nuclear,2017,0.0,0.0
PT,Portugal,Hydro,2017,7489.938,0.12615924291700104
PT,Portugal,Pumped hydro power,2017,1699.948,0.028633635242143535
PT,Portugal,Wind,2017,12112.464,0.20402028536143155
PT,Portugal,Solar,2017,991.546,0.016701432331933948
PT,Portugal,Geothermal,2017,193.007,0.0032509771105824394
PT,Portugal,Other,2017,0.0,0.0
RO,Romania,Conventional thermal,2017,24923.065,0.4173793648166809
RO,Romania,Nuclear,2017,10557.906,0.17681019971156137
RO,Romania,Hydro,2017,14687.531,0.2459678357980975
RO,Romania,Pumped hydro power,2017,357.788,0.005991772206950897
RO,Romania,Wind,2017,7331.254,0.12277439142536246
RO,Romania,Solar,2017,1855.674,0.031076436041346824
RO,Romania,Geothermal,2017,0.0,0.0
RO,Romania,Other,2017,0.0,0.0
SI,Slovenia,Conventional thermal,2017,5054.639999999999,0.3226014390516846
SI,Slovenia,Nuclear,2017,5967.827,0.3808836194489614
SI,Slovenia,Hydro,2017,4085.015,0.2607172256674496
SI,Slovenia,Pumped hydro power,2017,271.498,0.017327771216081516
SI,Slovenia,Wind,2017,5.716,0.0003648113071592496
SI,Slovenia,Solar,2017,283.678,0.01810513330866368
SI,Slovenia,Geothermal,2017,0.0,0.0
SI,Slovenia,Other,2017,0.0,0.0
SK,Slovakia,Conventional thermal,2017,6417.0,0.2468931553229964
SK,Slovakia,Nuclear,2017,14016.0,0.5392635912431226
SK,Slovakia,Hydro,2017,4620.0,0.17775383786695395
