country,country_name,type,level,2016,2017,2018,2016_ratio,2017_ratio,2018_ratio
AL,Albania,Solar,Level 1,0.0,1.2,0.0,0.0,0.00026679668558477496,0.0
AL,Albania,Geothermal,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
AL,Albania,Other,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
RS,Serbia,Conventional thermal,Level 1,25161.0,24566.923000000003,23625.089,0.6735464182460649,0.7039780803571992,0.6492364980065148
RS,Serbia,Nuclear,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
RS,Serbia,Hydro,Level 1,11429.0,9670.033,11453.07,0.30594817432273264,0.2770998740188491,0.31473959984758043
RS,Serbia,Pumped hydro power,Level 2,728.0,598.732,1147.848,0.01948816789806189,0.01715697989562741,0.031543788713929585
RS,Serbia,Wind,Level 1,26.0,48.457,150.41899999999998,0.0006960059963593533,0.001388560783125701,0.004133635424342399
RS,Serbia,Solar,Level 1,12.0,13.139,12.608,0.00032123353678124,0.00037650494519860054,0.00034647800763273906
RS,Serbia,Geothermal,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
RS,Serbia,Other,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
TR,Turkey,Conventional thermal,Level 1,174166.0,199910.043,195153.546,0.664915609478615,0.7032709062658075,0.6746121641656553
TR,Turkey,Nuclear,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
TR,Turkey,Hydro,Level 1,66686.0,57823.851,59865.351,0.2545879352668772,0.20342065604252318,0.20694419765576064
TR,Turkey,Pumped hydro power,Level 2,0.0,0.0,0.0,0.0,0.0,0.0
TR,Turkey,Wind,Level 1,15381.0,17793.167,19825.697000000004,0.058720226619377945,0.06259523780618095,0.06853401659051864
TR,Turkey,Solar,Level 1,1013.0,2817.837,7459.485000000001,0.0038673421471575225,0.009912972609881956,0.025786153634181175
TR,Turkey,Geothermal,Level 1,4010.0,5101.487,6275.3730000000005,0.01530902468914281,0.017946709089514002,0.02169288259039229
TR,Turkey,Other,Level 1,681.0,811.134,703.126,0.0025998617988294897,0.0028535181860923787,0.002430585363491886
BA,Bosnia & Herzegovina,Conventional thermal,Level 1,10971.0,11250.0,4003.505,0.6605454873863568,0.7288157553770407,0.5336279846508336
BA,Bosnia & Herzegovina,Nuclear,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
BA,Bosnia & Herzegovina,Hydro,Level 1,5614.0,3968.0,3476.554,0.3380095129146848,0.25706141487431977,0.4633905801415995
BA,Bosnia & Herzegovina,Pumped hydro power,Level 2,0.0,197.0,0.0,0.0,0.012762373671935735,0.0
BA,Bosnia & Herzegovina,Wind,Level 1,0.0,0.0,22.368,0.0,0.0,0.002981435207566831
BA,Bosnia & Herzegovina,Solar,Level 1,24.0,21.0,0.0,0.0014449996989583961,0.0013604560767038092,0.0
BA,Bosnia & Herzegovina,Geothermal,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
BA,Bosnia & Herzegovina,Other,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
UA,Ukraine,Conventional thermal,Level 1,65415.0,54041.9,60830.7,0.42609528276077696,0.3689753442465357,0.3824086501438023
UA,Ukraine,Nuclear,Level 1,75931.0,80295.3,84397.90000000001,0.4945936087336017,0.5482225080701985,0.5305624793726131
UA,Ukraine,Hydro,Level 1,9025.0,8812.0,11920.2,0.05878636286655984,0.06016462658604662,0.07493564255292398
UA,Ukraine,Pumped hydro power,Level 2,1633.0,1559.0,0.0,0.010636911973528224,0.010644195738498261,0.0
UA,Ukraine,Wind,Level 1,949.0,974.0,1185.9,0.006181524472062636,0.006650061994417772,0.007455091231985416
UA,Ukraine,Solar,Level 1,490.0,737.6,737.8000000000001,0.003191724964500202,0.005036022307066272,0.004638136698675133
UA,Ukraine,Geothermal,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
UA,Ukraine,Other,Level 1,79.0,45.0,0.0,0.0005145842289704407,0.0003072410572369607,0.0
GE,Georgia,Conventional thermal,Level 1,2135.0,2131.3,2114.901,0.18785745710514737,0.18834726665370546,0.17408721758068516
GE,Georgia,Nuclear,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
GE,Georgia,Hydro,Level 1,9221.0,9096.8,9949.387,0.8113506379234492,0.8039025079976669,0.8189797534085238
GE,Georgia,Pumped hydro power,Level 2,0.0,0.0,0.0,0.0,0.0,0.0
GE,Georgia,Wind,Level 1,9.0,87.7,84.22600000000001,0.0007919049714034316,0.007750225348627584,0.00693302901079095
GE,Georgia,Solar,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
GE,Georgia,Geothermal,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
GE,Georgia,Other,Level 1,0.0,0.0,0.0,0.0,0.0,0.0
