country,country_name,type,year,value,ratio,conventional_thermal,renewable_rate
LV,Latvia,Conventional thermal,B,2520.383,0.358780582,0.358780582,0.641219418
LV,Latvia,Nuclear,B,0,0,0.358780582,0.641219418
LV,Latvia,Hydro,B,4355.513,0.620014295,0.358780582,0.641219418
LV,Latvia,Pumped hydro power,B,0,0,0.358780582,0.641219418
LV,Latvia,Wind,B,148.523,0.021142488,0.358780582,0.641219418
LV,Latvia,Solar,B,0.44,6.26E-05,0.358780582,0.641219418
LV,Latvia,Geothermal,B,0,0,0.358780582,0.641219418
LV,Latvia,Other,B,0,0,0.358780582,0.641219418
LT,Lithuania,Conventional thermal,B,1165.3,0.255346656,0.255346656,0.691405908
LT,Lithuania,Nuclear,B,0,0,0.255346656,0.691405908
LT,Lithuania,Hydro,B,1164.6,0.255193268,0.255346656,0.691405908
LT,Lithuania,Pumped hydro power,B,567.5,0.124353581,0.255346656,0.691405908
LT,Lithuania,Wind,B,1356.2,0.297177667,0.255346656,0.691405908
LT,Lithuania,Solar,B,67,0.014681392,0.255346656,0.691405908
LT,Lithuania,Geothermal,B,0,0,0.255346656,0.691405908
LT,Lithuania,Other,B,243,0.053247436,0.255346656,0.691405908
LU,Luxembourg,Conventional thermal,B,450.167,0.127376819,0.127376819,0.872623181
LU,Luxembourg,Nuclear,B,0,0,0.127376819,0.872623181
LU,Luxembourg,Hydro,B,1411.286,0.39932985,0.127376819,0.872623181
LU,Luxembourg,Pumped hydro power,B,1329.398,0.376159265,0.127376819,0.872623181
LU,Luxembourg,Wind,B,234.823,0.066444245,0.127376819,0.872623181
LU,Luxembourg,Solar,B,108.462,0.030689821,0.127376819,0.872623181
LU,Luxembourg,Geothermal,B,0,0,0.127376819,0.872623181
LU,Luxembourg,Other,B,0,0,0.127376819,0.872623181
HU,Hungary,Conventional thermal,B,14096,0.459512322,0.459512322,0.042313209
HU,Hungary,Nuclear,B,15206,0.495696962,0.459512322,0.042313209
HU,Hungary,Hydro,B,214,0.006976138,0.459512322,0.042313209
HU,Hungary,Pumped hydro power,B,0,0,0.459512322,0.042313209
HU,Hungary,Wind,B,737,0.024025297,0.459512322,0.042313209
HU,Hungary,Solar,B,346,0.011279176,0.459512322,0.042313209
HU,Hungary,Geothermal,B,1,3.26E-05,0.459512322,0.042313209
HU,Hungary,Other,B,76,0.002477507,0.459512322,0.042313209
MT,Malta,Conventional thermal,B,1439.156,0.902598311,0.902598311,0.097401689
MT,Malta,Nuclear,B,0,0,0.902598311,0.097401689
MT,Malta,Hydro,B,0,0,0.902598311,0.097401689
MT,Malta,Pumped hydro power,B,0,0,0.902598311,0.097401689
MT,Malta,Wind,B,0.058,3.64E-05,0.902598311,0.097401689
MT,Malta,Solar,B,155.245,0.097365313,0.902598311,0.097401689
MT,Malta,Geothermal,B,0,0,0.902598311,0.097401689
MT,Malta,Other,B,0,0,0.902598311,0.097401689
NL,Netherlands,Conventional thermal,B,97231.607,0.856930136,0.856930136,0.113108837
NL,Netherlands,Nuclear,B,3277.664,0.028886996,0.856930136,0.113108837
NL,Netherlands,Hydro,B,60.757,0.000535469,0.856930136,0.113108837
NL,Netherlands,Pumped hydro power,B,0,0,0.856930136,0.113108837
NL,Netherlands,Wind,B,10568.797,0.09314585,0.856930136,0.113108837
NL,Netherlands,Solar,B,2204.344,0.019427518,0.856930136,0.113108837
NL,Netherlands,Geothermal,B,0,0,0.856930136,0.113108837
NL,Netherlands,Other,B,121.865,0.001074031,0.856930136,0.113108837
AT,Austria,Conventional thermal,B,20135.846,0.28211733,0.28211733,0.717716391
AT,Austria,Nuclear,B,0,0,0.28211733,0.717716391
AT,Austria,Hydro,B,40098.554,0.561808876,0.28211733,0.717716391
AT,Austria,Pumped hydro power,B,3683.851,0.051613337,0.28211733,0.717716391
AT,Austria,Wind,B,6239.497,0.087419731,0.28211733,0.717716391
AT,Austria,Solar,B,1204.311,0.016873242,0.28211733,0.717716391
AT,Austria,Geothermal,B,0.086,1.20E-06,0.28211733,0.717716391
AT,Austria,Other,B,11.868,0.000166279,0.28211733,0.717716391
PL,Poland,Conventional thermal,B,137068.099,0.882502399,0.882502399,0.117100157
PL,Poland,Nuclear,B,0,0,0.882502399,0.117100157
PL,Poland,Hydro,B,2999.86,0.019314368,0.882502399,0.117100157
PL,Poland,Pumped hydro power,B,448.193,0.002885656,0.882502399,0.117100157
PL,Poland,Wind,B,14574.192,0.093834813,0.882502399,0.117100157
PL,Poland,Solar,B,165.463,0.001065321,0.882502399,0.117100157
PL,Poland,Geothermal,B,0,0,0.882502399,0.117100157
PL,Poland,Other,B,61.73,0.000397444,0.882502399,0.117100157
PT,Portugal,Conventional thermal,B,36882.017,0.621234427,0.621234427,0.378765573
PT,Portugal,Nuclear,B,0,0,0.621234427,0.378765573
PT,Portugal,Hydro,B,7489.938,0.126159243,0.621234427,0.378765573
PT,Portugal,Pumped hydro power,B,1699.948,0.028633635,0.621234427,0.378765573
PT,Portugal,Wind,B,12112.464,0.204020285,0.621234427,0.378765573
PT,Portugal,Solar,B,991.546,0.016701432,0.621234427,0.378765573
PT,Portugal,Geothermal,B,193.007,0.003250977,0.621234427,0.378765573
PT,Portugal,Other,B,0,0,0.621234427,0.378765573
RO,Romania,Conventional thermal,B,24923.065,0.417379365,0.417379365,0.405810435
RO,Romania,Nuclear,B,10557.906,0.1768102,0.417379365,0.405810435
RO,Romania,Hydro,B,14687.531,0.245967836,0.417379365,0.405810435
RO,Romania,Pumped hydro power,B,357.788,0.005991772,0.417379365,0.405810435
RO,Romania,Wind,B,7331.254,0.122774391,0.417379365,0.405810435
RO,Romania,Solar,B,1855.674,0.031076436,0.417379365,0.405810435
RO,Romania,Geothermal,B,0,0,0.417379365,0.405810435
RO,Romania,Other,B,0,0,0.417379365,0.405810435
SI,Slovenia,Conventional thermal,B,5054.64,0.322601439,0.322601439,0.296514941
SI,Slovenia,Nuclear,B,5967.827,0.380883619,0.322601439,0.296514941
SI,Slovenia,Hydro,B,4085.015,0.260717226,0.322601439,0.296514941
SI,Slovenia,Pumped hydro power,B,271.498,0.017327771,0.322601439,0.296514941
SI,Slovenia,Wind,B,5.716,0.000364811,0.322601439,0.296514941
SI,Slovenia,Solar,B,283.678,0.018105133,0.322601439,0.296514941
SI,Slovenia,Geothermal,B,0,0,0.322601439,0.296514941
SI,Slovenia,Other,B,0,0,0.322601439,0.296514941
SK,Slovakia,Conventional thermal,B,6417,0.246893155,0.246893155,0.208956947
SK,Slovakia,Nuclear,B,14016,0.539263591,0.246893155,0.208956947
SK,Slovakia,Hydro,B,4620,0.177753838,0.246893155,0.208956947
SK,Slovakia,Pumped hydro power,B,299,0.011503982,0.246893155,0.208956947
SK,Slovakia,Wind,B,6,0.000230849,0.246893155,0.208956947
SK,Slovakia,Solar,B,506,0.019468277,0.246893155,0.208956947
SK,Slovakia,Geothermal,B,0,0,0.246893155,0.208956947
SK,Slovakia,Other,B,127,0.004886307,0.246893155,0.208956947
FI,Finland,Conventional thermal,B,23681,0.364110212,0.364110212,0.299025185
FI,Finland,Nuclear,B,21574,0.331713767,0.364110212,0.299025185
FI,Finland,Hydro,B,14610,0.224637904,0.364110212,0.299025185
FI,Finland,Pumped hydro power,B,0,0,0.364110212,0.299025185
FI,Finland,Wind,B,4795,0.073726129,0.364110212,0.299025185
FI,Finland,Solar,B,43,0.000661152,0.364110212,0.299025185
FI,Finland,Geothermal,B,0,0,0.364110212,0.299025185
FI,Finland,Other,B,335,0.005150835,0.364110212,0.299025185
SE,Sweden,Conventional thermal,B,15003,0.093446942,0.093446942,0.514104552
SE,Sweden,Nuclear,B,63008,0.392448505,0.093446942,0.514104552
SE,Sweden,Hydro,B,64676,0.402837728,0.093446942,0.514104552
SE,Sweden,Pumped hydro power,B,25,0.000155714,0.093446942,0.514104552
SE,Sweden,Wind,B,17609,0.109678545,0.093446942,0.514104552
SE,Sweden,Solar,B,230,0.001432567,0.093446942,0.514104552
SE,Sweden,Geothermal,B,0,0,0.093446942,0.514104552
SE,Sweden,Other,B,0,0,0.093446942,0.514104552
NO,Norway,Conventional thermal,B,3233,0.021582254,0.021582254,0.976541899
NO,Norway,Nuclear,B,0,0,0.021582254,0.976541899
NO,Norway,Hydro,B,142276,0.949779371,0.021582254,0.976541899
NO,Norway,Pumped hydro power,B,1157,0.007723683,0.021582254,0.976541899
NO,Norway,Wind,B,2852,0.019038845,0.021582254,0.976541899
NO,Norway,Solar,B,0,0,0.021582254,0.976541899
NO,Norway,Geothermal,B,0,0,0.021582254,0.976541899
NO,Norway,Other,B,281,0.001875847,0.021582254,0.976541899
ME,Montenegro,Conventional thermal,B,1265,0.535155258,0.535155258,0.464844742
ME,Montenegro,Nuclear,B,0,0,0.535155258,0.464844742
ME,Montenegro,Hydro,B,1003.8,0.424655216,0.535155258,0.464844742
ME,Montenegro,Pumped hydro power,B,0,0,0.535155258,0.464844742
ME,Montenegro,Wind,B,95,0.040189525,0.535155258,0.464844742
ME,Montenegro,Solar,B,0,0,0.535155258,0.464844742
ME,Montenegro,Geothermal,B,0,0,0.535155258,0.464844742
ME,Montenegro,Other,B,0,0,0.535155258,0.464844742
MK,North Macedonia,Conventional thermal,B,4005.609,0.766350193,0.766350193,0.233649807
MK,North Macedonia,Nuclear,B,0,0,0.766350193,0.233649807
MK,North Macedonia,Hydro,B,1087.024,0.207968639,0.766350193,0.233649807
MK,North Macedonia,Pumped hydro power,B,0,0,0.766350193,0.233649807
MK,North Macedonia,Wind,B,110.48,0.021136953,0.766350193,0.233649807
MK,North Macedonia,Solar,B,23.752,0.004544215,0.766350193,0.233649807
MK,North Macedonia,Geothermal,B,0,0,0.766350193,0.233649807
MK,North Macedonia,Other,B,0,0,0.766350193,0.233649807
AL,Albania,Conventional thermal,B,0,0,0,1
AL,Albania,Nuclear,B,0,0,0,1
AL,Albania,Hydro,B,4496.607,0.999733203,0,1
AL,Albania,Pumped hydro power,B,0,0,0,1
AL,Albania,Wind,B,0,0,0,1
AL,Albania,Solar,B,1.2,0.000266797,0,1
AL,Albania,Geothermal,B,0,0,0,1
AL,Albania,Other,B,0,0,0,1
RS,Serbia,Conventional thermal,B,24566.923,0.70397808,0.70397808,0.29602192
RS,Serbia,Nuclear,B,0,0,0.70397808,0.29602192
RS,Serbia,Hydro,B,9670.033,0.277099874,0.70397808,0.29602192
RS,Serbia,Pumped hydro power,B,598.732,0.01715698,0.70397808,0.29602192
RS,Serbia,Wind,B,48.457,0.001388561,0.70397808,0.29602192
RS,Serbia,Solar,B,13.139,0.000376505,0.70397808,0.29602192
RS,Serbia,Geothermal,B,0,0,0.70397808,0.29602192
RS,Serbia,Other,B,0,0,0.70397808,0.29602192
TR,Turkey,Conventional thermal,B,199910.043,0.703270906,0.703270906,0.293875576
TR,Turkey,Nuclear,B,0,0,0.703270906,0.293875576
TR,Turkey,Hydro,B,57823.851,0.203420656,0.703270906,0.293875576
TR,Turkey,Pumped hydro power,B,0,0,0.703270906,0.293875576
TR,Turkey,Wind,B,17793.167,0.062595238,0.703270906,0.293875576
TR,Turkey,Solar,B,2817.837,0.009912973,0.703270906,0.293875576
TR,Turkey,Geothermal,B,5101.487,0.017946709,0.703270906,0.293875576
TR,Turkey,Other,B,811.134,0.002853518,0.703270906,0.293875576
BA,Bosnia & Herzegovina,Conventional thermal,B,11250,0.728815755,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Nuclear,B,0,0,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Hydro,B,3968,0.257061415,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Pumped hydro power,B,197,0.012762374,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Wind,B,0,0,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Solar,B,21,0.001360456,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Geothermal,B,0,0,0.728815755,0.271184245
BA,Bosnia & Herzegovina,Other,B,0,0,0.728815755,0.271184245
UA,Ukraine,Conventional thermal,B,54041.9,0.368975344,0.368975344,0.082494907
UA,Ukraine,Nuclear,B,80295.3,0.548222508,0.368975344,0.082494907
UA,Ukraine,Hydro,B,8812,0.060164627,0.368975344,0.082494907
UA,Ukraine,Pumped hydro power,B,1559,0.010644196,0.368975344,0.082494907
UA,Ukraine,Wind,B,974,0.006650062,0.368975344,0.082494907
UA,Ukraine,Solar,B,737.6,0.005036022,0.368975344,0.082494907
UA,Ukraine,Geothermal,B,0,0,0.368975344,0.082494907
UA,Ukraine,Other,B,45,0.000307241,0.368975344,0.082494907
GE,Georgia,Conventional thermal,B,2131.3,0.188347267,0.188347267,0.811652733
GE,Georgia,Nuclear,B,0,0,0.188347267,0.811652733
GE,Georgia,Hydro,B,9096.8,0.803902508,0.188347267,0.811652733
GE,Georgia,Pumped hydro power,B,0,0,0.188347267,0.811652733
GE,Georgia,Wind,B,87.7,0.007750225,0.188347267,0.811652733
GE,Georgia,Solar,B,0,0,0.188347267,0.811652733
GE,Georgia,Geothermal,B,0,0,0.188347267,0.811652733
GE,Georgia,Other,B,0,0,0.188347267,0.811652733
BE,Belgium,Conventional thermal,C,30092.635,0.428697281,0.428697281,0.183612291
BE,Belgium,Nuclear,C,26995.628,0.384577566,0.428697281,0.183612291
BE,Belgium,Hydro,C,1239.248,0.017654228,0.428697281,0.183612291
BE,Belgium,Pumped hydro power,C,983.19,0.014006446,0.428697281,0.183612291
BE,Belgium,Wind,C,7177.346,0.102247899,0.428697281,0.183612291
BE,Belgium,Solar,C,3488.979,0.049703717,0.428697281,0.183612291
BE,Belgium,Geothermal,C,0,0,0.428697281,0.183612291
BE,Belgium,Other,C,218.509,0.003112862,0.428697281,0.183612291
BG,Bulgaria,Conventional thermal,C,19334,0.452871732,0.452871732,0.188466223
BG,Bulgaria,Nuclear,C,15290,0.358146725,0.452871732,0.188466223
BG,Bulgaria,Hydro,C,4690,0.109856648,0.452871732,0.188466223
BG,Bulgaria,Pumped hydro power,C,987,0.023119086,0.452871732,0.188466223
BG,Bulgaria,Wind,C,1326,0.031059683,0.452871732,0.188466223
BG,Bulgaria,Solar,C,1043,0.024430807,0.452871732,0.188466223
BG,Bulgaria,Geothermal,C,0,0,0.452871732,0.188466223
BG,Bulgaria,Other,C,22,0.000515319,0.452871732,0.188466223
CZ,Czechia,Conventional thermal,C,48042.915,0.578795804,0.578795804,0.079583028
CZ,Czechia,Nuclear,C,28255.421,0.34040647,0.578795804,0.079583028
CZ,Czechia,Hydro,C,2650.153,0.031927651,0.578795804,0.079583028
CZ,Czechia,Pumped hydro power,C,1037.317,0.01249705,0.578795804,0.079583028
CZ,Czechia,Wind,C,600.67,0.007236557,0.578795804,0.079583028
CZ,Czechia,Solar,C,2317.645,0.02792177,0.578795804,0.079583028
CZ,Czechia,Geothermal,C,0,0,0.578795804,0.079583028
CZ,Czechia,Other,C,100.826,0.001214699,0.578795804,0.079583028
DK,Denmark,Conventional thermal,C,14072.337,0.486274361,0.486274361,0.513724119
DK,Denmark,Nuclear,C,0,0,0.486274361,0.513724119
DK,Denmark,Hydro,C,14.929,0.000515877,0.486274361,0.513724119
DK,Denmark,Pumped hydro power,C,0,0,0.486274361,0.513724119
DK,Denmark,Wind,C,13898.806,0.480277938,0.486274361,0.513724119
DK,Denmark,Solar,C,952.973,0.032930304,0.486274361,0.513724119
DK,Denmark,Geothermal,C,0,0,0.486274361,0.513724119
DK,Denmark,Other,C,0.044,1.52E-06,0.486274361,0.513724119
DE,Germany,Conventional thermal,C,320437.701,0.553948864,0.553948864,0.320205297
DE,Germany,Nuclear,C,72274.133,0.124942146,0.553948864,0.320205297
DE,Germany,Hydro,C,20041.878,0.034646908,0.553948864,0.320205297
DE,Germany,Pumped hydro power,C,6661.083,0.011515185,0.553948864,0.320205297
DE,Germany,Wind,C,112174,0.193918068,0.553948864,0.320205297
DE,Germany,Solar,C,46184,0.079839464,0.553948864,0.320205297
DE,Germany,Geothermal,C,165.25,0.000285672,0.553948864,0.320205297
DE,Germany,Other,C,522.751,0.000903693,0.553948864,0.320205297
EE,Estonia,Conventional thermal,C,10170.043,0.938703043,0.938703043,0.061296957
EE,Estonia,Nuclear,C,0,0,0.938703043,0.061296957
EE,Estonia,Hydro,C,18.2,0.001679874,0.938703043,0.061296957
EE,Estonia,Pumped hydro power,C,0,0,0.938703043,0.061296957
EE,Estonia,Wind,C,645.9,0.059617083,0.938703043,0.061296957
EE,Estonia,Solar,C,0,0,0.938703043,0.061296957
EE,Estonia,Geothermal,C,0,0,0.938703043,0.061296957
EE,Estonia,Other,C,0,0,0.938703043,0.061296957
IE,Ireland,Conventional thermal,C,19963.734,0.677429768,0.677429768,0.322570232
IE,Ireland,Nuclear,C,0,0,0.677429768,0.322570232
IE,Ireland,Hydro,C,921.979,0.031285531,0.677429768,0.322570232
IE,Ireland,Pumped hydro power,C,234.936,0.007972088,0.677429768,0.322570232
IE,Ireland,Wind,C,8349.172,0.283312613,0.677429768,0.322570232
IE,Ireland,Solar,C,0,0,0.677429768,0.322570232
IE,Ireland,Geothermal,C,0,0,0.677429768,0.322570232
IE,Ireland,Other,C,0,0,0.677429768,0.322570232
EL,Greece,Conventional thermal,C,34803.244,0.677830573,0.677830573,0.321955385
EL,Greece,Nuclear,C,0,0,0.677830573,0.321955385
EL,Greece,Hydro,C,5802.417,0.113008306,0.677830573,0.321955385
EL,Greece,Pumped hydro power,C,636.1,0.012388731,0.677830573,0.321955385
EL,Greece,Wind,C,6300.26,0.122704333,0.677830573,0.321955385
EL,Greece,Solar,C,3792.038,0.073854015,0.677830573,0.321955385
EL,Greece,Geothermal,C,0,0,0.677830573,0.321955385
EL,Greece,Other,C,10.99,0.000214042,0.677830573,0.321955385
ES,Spain,Conventional thermal,C,110084.238,0.418443003,0.418443003,0.379068485
ES,Spain,Nuclear,C,53270.8,0.202488512,0.418443003,0.379068485
ES,Spain,Hydro,C,36083.636,0.137158101,0.418443003,0.379068485
ES,Spain,Pumped hydro power,C,2009.408,0.007637994,0.418443003,0.379068485
ES,Spain,Wind,C,49495.207,0.188137043,0.418443003,0.379068485
ES,Spain,Solar,C,12137.315,0.046135347,0.418443003,0.379068485
ES,Spain,Geothermal,C,0,0,0.418443003,0.379068485
ES,Spain,Other,C,0,0,0.418443003,0.379068485
FR,France,Conventional thermal,C,53956.44,0.096218851,0.096218851,0.202683112
FR,France,Nuclear,C,393153.254,0.701098038,0.096218851,0.202683112
FR,France,Hydro,C,68706.552,0.122522269,0.096218851,0.202683112
FR,France,Pumped hydro power,C,9082.043,0.016195726,0.096218851,0.202683112
FR,France,Wind,C,26134.02,0.04660399,0.096218851,0.202683112
FR,France,Solar,C,9651.478,0.017211182,0.096218851,0.202683112
FR,France,Geothermal,C,84.084,0.000149944,0.096218851,0.202683112
FR,France,Other,C,0,0,0.096218851,0.202683112
HR,Croatia,Conventional thermal,C,4155.654,0.300252563,0.300252563,0.699747437
HR,Croatia,Nuclear,C,0,0,0.300252563,0.699747437
HR,Croatia,Hydro,C,7681.337,0.554988726,0.300252563,0.699747437
HR,Croatia,Pumped hydro power,C,583.988,0.042194055,0.300252563,0.699747437
HR,Croatia,Wind,C,1350.356,0.097565353,0.300252563,0.699747437
HR,Croatia,Solar,C,69.193,0.004999303,0.300252563,0.699747437
HR,Croatia,Geothermal,C,0,0,0.300252563,0.699747437
HR,Croatia,Other,C,0,0,0.300252563,0.699747437
IT,Italy,Conventional thermal,C,185046,0.656503445,0.656503445,0.343496555
IT,Italy,Nuclear,C,0,0,0.656503445,0.343496555
IT,Italy,Hydro,C,49275,0.174817112,0.656503445,0.343496555
IT,Italy,Pumped hydro power,C,1632,0.005789985,0.656503445,0.343496555
IT,Italy,Wind,C,17318,0.061440543,0.656503445,0.343496555
IT,Italy,Solar,C,22887,0.081198158,0.656503445,0.343496555
IT,Italy,Geothermal,C,5708,0.020250757,0.656503445,0.343496555
IT,Italy,Other,C,0,0,0.656503445,0.343496555
CY,Cyprus,Conventional thermal,C,4380.143,0.914227779,0.914227779,0.085772221
CY,Cyprus,Nuclear,C,0,0,0.914227779,0.085772221
CY,Cyprus,Hydro,C,0,0,0.914227779,0.085772221
CY,Cyprus,Pumped hydro power,C,0,0,0.914227779,0.085772221
CY,Cyprus,Wind,C,220.613,0.046046564,0.914227779,0.085772221
CY,Cyprus,Solar,C,190.329,0.039725657,0.914227779,0.085772221
CY,Cyprus,Geothermal,C,0,0,0.914227779,0.085772221
CY,Cyprus,Other,C,0,0,0.914227779,0.085772221
LV,Latvia,Conventional thermal,C,3962,0.609538462,0.609538462,0.390461538
LV,Latvia,Nuclear,C,0,0,0.609538462,0.390461538
LV,Latvia,Hydro,C,2418,0.372,0.609538462,0.390461538
LV,Latvia,Pumped hydro power,C,0,0,0.609538462,0.390461538
LV,Latvia,Wind,C,120,0.018461538,0.609538462,0.390461538
LV,Latvia,Solar,C,0,0,0.609538462,0.390461538
LV,Latvia,Geothermal,C,0,0,0.609538462,0.390461538
LV,Latvia,Other,C,0,0,0.609538462,0.390461538
LT,Lithuania,Conventional thermal,C,802.835,0.217171489,0.217171489,0.72244838
LT,Lithuania,Nuclear,C,0,0,0.217171489,0.72244838
LT,Lithuania,Hydro,C,940.677,0.254458544,0.217171489,0.72244838
LT,Lithuania,Pumped hydro power,C,513.684,0.138954479,0.217171489,0.72244838
LT,Lithuania,Wind,C,1136.357,0.30739111,0.217171489,0.72244838
LT,Lithuania,Solar,C,80.014,0.021644248,0.217171489,0.72244838
LT,Lithuania,Geothermal,C,0,0,0.217171489,0.72244838
LT,Lithuania,Other,C,223.212,0.060380131,0.217171489,0.72244838
LU,Luxembourg,Conventional thermal,C,463.132,0.13611857,0.13611857,0.86388143
LU,Luxembourg,Nuclear,C,0,0,0.13611857,0.86388143
LU,Luxembourg,Hydro,C,1326.329,0.389819763,0.13611857,0.86388143
LU,Luxembourg,Pumped hydro power,C,1237.554,0.36372801,0.13611857,0.86388143
LU,Luxembourg,Wind,C,263.708,0.077506102,0.13611857,0.86388143
LU,Luxembourg,Solar,C,111.693,0.032827555,0.13611857,0.86388143
LU,Luxembourg,Geothermal,C,0,0,0.13611857,0.86388143
LU,Luxembourg,Other,C,0,0,0.13611857,0.86388143
HU,Hungary,Conventional thermal,C,13489.644,0.453435256,0.453435256,0.047246343
HU,Hungary,Nuclear,C,14854.662,0.499318401,0.453435256,0.047246343
HU,Hungary,Hydro,C,215.862,0.007255895,0.453435256,0.047246343
HU,Hungary,Pumped hydro power,C,0,0,0.453435256,0.047246343
HU,Hungary,Wind,C,589.406,0.019812047,0.453435256,0.047246343
HU,Hungary,Solar,C,594.258,0.01997514,0.453435256,0.047246343
HU,Hungary,Geothermal,C,6.047,0.000203261,0.453435256,0.047246343
HU,Hungary,Other,C,0,0,0.453435256,0.047246343
MT,Malta,Conventional thermal,C,1716.49,1,1,0
MT,Malta,Nuclear,C,0,0,1,0
MT,Malta,Hydro,C,0,0,1,0
MT,Malta,Pumped hydro power,C,0,0,1,0
MT,Malta,Wind,C,0,0,1,0
MT,Malta,Solar,C,0,0,1,0
MT,Malta,Geothermal,C,0,0,1,0
MT,Malta,Other,C,0,0,1,0
NL,Netherlands,Conventional thermal,C,94450,0.839172363,0.839172363,0.131388893
NL,Netherlands,Nuclear,C,3313.371,0.029438744,0.839172363,0.131388893
NL,Netherlands,Hydro,C,86,0.000764096,0.839172363,0.131388893
NL,Netherlands,Pumped hydro power,C,0,0,0.839172363,0.131388893
NL,Netherlands,Wind,C,12279,0.10909685,0.839172363,0.131388893
NL,Netherlands,Solar,C,2423,0.021527947,0.839172363,0.131388893
NL,Netherlands,Geothermal,C,0,0,0.839172363,0.131388893
NL,Netherlands,Other,C,0,0,0.839172363,0.131388893
AT,Austria,Conventional thermal,C,16350.754,0.20700989,0.20700989,0.714966983
AT,Austria,Nuclear,C,0,0,0.20700989,0.714966983
AT,Austria,Hydro,C,37217.295,0.471192224,0.20700989,0.714966983
AT,Austria,Pumped hydro power,C,13397.582,0.169621045,0.20700989,0.714966983
AT,Austria,Wind,C,5857.059,0.074153714,0.20700989,0.714966983
AT,Austria,Solar,C,0,0,0.20700989,0.714966983
AT,Austria,Geothermal,C,0,0,0.20700989,0.714966983
AT,Austria,Other,C,6162.686,0.078023127,0.20700989,0.714966983
PL,Poland,Conventional thermal,C,138957.387,0.8994072,0.8994072,0.1005928
PL,Poland,Nuclear,C,0,0,0.8994072,0.1005928
PL,Poland,Hydro,C,2353.336,0.015232061,0.8994072,0.1005928
PL,Poland,Pumped hydro power,C,402.36,0.002604291,0.8994072,0.1005928
PL,Poland,Wind,C,12487.345,0.080824836,0.8994072,0.1005928
PL,Poland,Solar,C,298.432,0.001931613,0.8994072,0.1005928
PL,Poland,Geothermal,C,0,0,0.8994072,0.1005928
PL,Poland,Other,C,0,0,0.8994072,0.1005928
PT,Portugal,Conventional thermal,C,30887,0.504648313,0.504648313,0.495351687
PT,Portugal,Nuclear,C,0,0,0.504648313,0.495351687
PT,Portugal,Hydro,C,13489,0.220390491,0.504648313,0.495351687
PT,Portugal,Pumped hydro power,C,3120,0.050976227,0.504648313,0.495351687
PT,Portugal,Wind,C,12530,0.204721836,0.504648313,0.495351687
PT,Portugal,Solar,C,974,0.015913733,0.504648313,0.495351687
PT,Portugal,Geothermal,C,205,0.0033494,0.504648313,0.495351687
PT,Portugal,Other,C,0,0,0.504648313,0.495351687
RO,Romania,Conventional thermal,C,22611,0.385051599,0.385051599,0.437110453
RO,Romania,Nuclear,C,10443,0.177837948,0.385051599,0.437110453
RO,Romania,Hydro,C,17653,0.30061987,0.385051599,0.437110453
RO,Romania,Pumped hydro power,C,0,0,0.385051599,0.437110453
RO,Romania,Wind,C,6261,0.106621028,0.385051599,0.437110453
RO,Romania,Solar,C,1754,0.029869555,0.385051599,0.437110453
RO,Romania,Geothermal,C,0,0,0.385051599,0.437110453
RO,Romania,Other,C,0,0,0.385051599,0.437110453
SI,Slovenia,Conventional thermal,C,4703.068,0.303969455,0.303969455,0.341206048
SI,Slovenia,Nuclear,C,5489.906,0.354824497,0.303969455,0.341206048
SI,Slovenia,Hydro,C,4831.147,0.312247478,0.303969455,0.341206048
SI,Slovenia,Pumped hydro power,C,187.919,0.012145611,0.303969455,0.341206048
SI,Slovenia,Wind,C,6.02,0.000389086,0.303969455,0.341206048
SI,Slovenia,Solar,C,254.113,0.016423873,0.303969455,0.341206048
SI,Slovenia,Geothermal,C,0,0,0.303969455,0.341206048
SI,Slovenia,Other,C,0,0,0.303969455,0.341206048
SK,Slovakia,Conventional thermal,C,5426,0.225989171,0.225989171,0.196668055
SK,Slovakia,Nuclear,C,13807,0.575052062,0.225989171,0.196668055
SK,Slovakia,Hydro,C,3838,0.159850062,0.225989171,0.196668055
SK,Slovakia,Pumped hydro power,C,293,0.012203249,0.225989171,0.196668055
SK,Slovakia,Wind,C,5,0.000208247,0.225989171,0.196668055
SK,Slovakia,Solar,C,586,0.024406497,0.225989171,0.196668055
SK,Slovakia,Geothermal,C,0,0,0.225989171,0.196668055
SK,Slovakia,Other,C,55,0.002290712,0.225989171,0.196668055
FI,Finland,Conventional thermal,C,26425,0.391924652,0.391924652,0.283411936
FI,Finland,Nuclear,C,21890,0.324663411,0.391924652,0.283411936
FI,Finland,Hydro,C,13158.674,0.195164001,0.391924652,0.283411936
FI,Finland,Pumped hydro power,C,0,0,0.391924652,0.283411936
FI,Finland,Wind,C,5861,0.086927924,0.391924652,0.283411936
FI,Finland,Solar,C,89,0.001320011,0.391924652,0.283411936
FI,Finland,Geothermal,C,0,0,0.391924652,0.283411936
FI,Finland,Other,C,0,0,0.391924652,0.283411936
SE,Sweden,Conventional thermal,C,14869.986,0.09394314,0.09394314,0.4903492
SE,Sweden,Nuclear,C,65801.155,0.41570766,0.09394314,0.4903492
